1992-09,-0.78,
1992-10,-1.69,
1992-11,-2.87,
1992-12,-6.26,
1993-01,-5.28,
1993-02,-0.37,
1993-03,-1.78,
1993-04,-4.02,
1993-05,-2.67,
1993-06,-2.08,
1993-07,-3.29,
1993-08,-3.32,
1993-09,-2.30,
1993-10,-0.98,
1993-11,-3.43,
1993-12,-2.63,
1994-01,-5.85,
1994-02,-5.05,
1994-03,-3.84,
1994-04,-2.52,
1994-05,-4.09,
1994-06,-1.63,
1994-07,-6.98,
1994-08,-1.33,
1994-09,-4.57,
1994-10,-2.06,
1994-11,-4.93,
1994-12,-6.38,
1995-01,0.05,
1995-02,-4.49,
1995-03,-6.58,
1995-04,-2.67,
1995-05,-3.10,
1995-06,-3.95,
1995-07,-4.17,
1995-08,-3.66,
1995-09,-1.50,
1995-10,-4.18,
1995-11,-3.93,
1995-12,-4.11,
1996-01,-3.81,
1996-02,0.23,
1996-03,-2.73,
1996-04,-2.35,
1996-05,-1.77,
1996-06,-4.91,
1996-07,-1.99,
1996-08,-1.73,
1996-09,0.10,
1996-10,0.75,
1996-11,-1.63,
1996-12,-0.93,
1997-01,-8.53,
1997-02,-4.19,
1997-03,-2.16,
1997-04,0.84,
1997-05,-3.02,
1997-06,-2.18,
1997-07,-1.09,
1997-08,-1.30,
1997-09,1.08,
1997-10,-3.40,
1997-11,-1.49,
1997-12,8.63,
1998-01,-9.33,
1998-02,-3.21,
1998-03,-0.13,
1998-04,-2.22,
1998-05,0.77,
1998-06,-2.22,
1998-07,-0.90,
1998-08,-2.94,
1998-09,-2.21,
1998-10,-4.62,
1998-11,0.28,
1998-12,-3.35,
1999-01,-5.27,
1999-02,-3.02,
1999-03,-2.37,
1999-04,0.34,
1999-05,-3.81,
1999-06,0.22,
1999-07,-0.14,
1999-08,-4.20,
1999-09,-2.39,
1999-10,-2.08,
1999-11,-1.17,
1999-12,-2.98,
2000-01,-4.52,
2000-02,-1.59,
2000-03,-1.25,
2000-04,-2.06,
2000-05,-2.64,
2000-06,-2.23,
2000-07,-2.01,
2000-08,-6.10,
2000-09,-4.07,
2000-10,-2.38,
2000-11,-5.12,
