1950-06 651888 
1950-07 727778 
1950-08 751152 
1950-09 696818 
1950-10 901347 
1950-11 979777 
1950-12 1009452 
1951-01 918605 
1951-02 978156 
1951-03 1088109 
1951-04 1148560 
1951-05 1146795 
1951-06 1248944 
1951-07 1350587 
1951-08 1322779 
1951-09 1366532 
1951-10 1260120 
1951-11 1167212 
1951-12 1580389 
1952-01 1311796 
1952-02 1274647 
1952-03 1378121 
1952-04 1305872 
1952-05 1407467 
1952-06 1378170 
1952-07 1489211 
1952-08 1348433 
1952-09 1426167 
1952-10 1461922 
1952-11 1373740 
1952-12 1753288 
1953-01 1262356 
1953-02 1230666 
1953-03 1477312 
1953-04 1527103 
1953-05 1429797 
1953-06 1558356 
1953-07 1567232 
1953-08 1499881 
1953-09 1508937 
1953-10 1724326 
1953-11 1645357 
1953-12 2094256 
1954-01 1501857 
1954-02 1507189 
1954-03 1931974 
1954-04 1661728 
1954-05 1822569 
1954-06 1705847 
1954-07 1916167 
1954-08 1836726 
1954-09 1840347 
1954-10 1980747 
1954-11 2027320 
1954-12 2302735 
1955-01 1780693 
1955-02 1907922 
1955-03 2221236 
1955-04 2012806 
1955-05 2164568 
1955-06 2012638 
1955-07 2158706 
1955-08 2002995 
1955-09 2121342 
1955-10 2316650 
1955-11 2296262 
1955-12 2720970 
1956-01 2142863 
1956-02 2044087 
1956-03 2346161 
1956-04 2691756 
1956-05 2495257 
1956-06 2760445 
1956-07 2581299 
1956-08 2448985 
1956-09 2631035 
1956-10 2865655 
1956-11 2819661 
1956-12 3033832 
1957-01 2447101 
1957-02 2705365 
1957-03 3232470 
1957-04 2801101 
1957-05 3204353 
1957-06 2855545 
1957-07 3058289 
1957-08 3085413 
1957-09 2865899 
1957-10 3261130 
1957-11 3184590 
1957-12 3266787 
1958-01 2600174 
1958-02 2954623 
1958-03 3079848 
1958-04 2985324 
1958-05 3012670 
1958-06 2953256 
1958-07 3173821 
1958-08 2940541 
1958-09 3238875 
1958-10 3367538 
1958-11 3233564 
1958-12 3457821 
1959-01 2765006 
1959-02 3090586 
1959-03 3052767 
1959-04 3305439 
1959-05 3386212 
1959-06 3369350 
1959-07 3379387 
1959-08 3353332 
1959-09 3575523 
1959-10 3824556 
1959-11 3799869 
1959-12 4281880 
1960-01 3388338 
1960-02 3663454 
1960-03 4369112 
1960-04 3741968 
1960-05 3982111 
1960-06 3786055 
1960-07 4076892 
1960-08 3569061 
1960-09 3887423 
1960-10 4188155 
1960-11 4251505 
1960-12 5042028 
1961-01 3900493 
1961-02 4046630 
1961-03 4301760 
1961-04 4368220 
1961-05 4033881 
1961-06 4418671 
1961-07 4217553 
1961-08 4062674 
1961-09 4302556 
1961-10 4355832 
1961-11 4241570 
1961-12 4728568 
1962-01 3827013 
1962-02 4065082 
1962-03 4756216 
1962-04 4242390 
1962-05 4665506 
1962-06 4296571 
1962-07 4482769 
1962-08 4161796 
1962-09 4355629 
1962-10 4728538 
1962-11 4590458 
1962-12 4802701 
1963-01 3848496 
1963-02 4006677 
1963-03 5054137 
1963-04 4867538 
1963-05 5246729 
1963-06 4398486 
