DATE	DJCA
1969-05-16	330.19
1969-05-19	327.77
1969-05-20	324.92
1969-05-21	325.08
1969-05-22	324.99
1969-05-23	324.53
1969-05-26	323.12
1969-05-27	321.13
1969-05-28	320.07
1969-05-29	320.02
1969-06-02	318.94
1969-06-03	318.44
1969-06-04	317.71
1969-06-05	318.08
1969-06-06	316.11
1969-06-09	313.46
1969-06-10	311.71
1969-06-11	309.04
1969-06-12	305.77
1969-06-13	305.78
1969-06-16	304.55
1969-06-17	302.20
1969-06-18	302.31
1969-06-19	300.77
1969-06-20	298.53
1969-06-23	296.33
1969-06-24	298.35
1969-06-25	297.25
1969-06-26	295.86
1969-06-27	295.57
1969-06-30	296.33
1969-07-01	296.98
1969-07-02	298.29
1969-07-03	299.43
1969-07-07	298.16
1969-07-08	294.84
1969-07-09	292.97
1969-07-10	289.22
1969-07-11	289.60
1969-07-14	286.51
1969-07-15	285.38
1969-07-16	287.51
1969-07-17	288.54
1969-07-18	286.36
1969-07-22	282.72
1969-07-23	281.14
1969-07-24	280.70
1969-07-25	278.38
1969-07-28	274.49
1969-07-29	273.18
1969-07-30	273.22
1969-07-31	276.92
1969-08-01	280.66
1969-08-04	280.41
1969-08-05	279.03
1969-08-06	279.99
1969-08-07	279.59
1969-08-08	279.05
1969-08-11	278.76
1969-08-12	275.75
1969-08-13	274.76
1969-08-14	275.44
1969-08-15	277.84
1969-08-18	280.13
1969-08-19	282.19
1969-08-20	281.60
1969-08-21	282.48
1969-08-22	283.34
1969-08-25	282.14
1969-08-26	279.58
1969-08-27	279.79
1969-08-28	280.44
1969-08-29	282.88
1969-09-02	283.19
1969-09-03	282.01
1969-09-04	279.64
1969-09-05	277.58
1969-09-08	275.38
1969-09-09	276.06
1969-09-10	279.06
1969-09-11	278.64
1969-09-12	278.54
1969-09-15	280.26
1969-09-16	280.28
1969-09-17	278.93
1969-09-18	279.95
1969-09-19	280.13
1969-09-22	280.25
1969-09-23	281.11
1969-09-24	280.56
1969-09-25	279.27
1969-09-26	278.09
1969-09-29	276.46
1969-09-30	274.71
1969-10-01	272.82
1969-10-02	273.80
1969-10-03	273.69
1969-10-06	273.50
1969-10-07	273.09
1969-10-08	271.67
1969-10-09	271.75
1969-10-10	273.23
1969-10-13	276.41
1969-10-14	280.04
1969-10-15	279.70
1969-10-16	282.26
1969-10-17	282.20
1969-10-20	282.95
1969-10-21	284.74
1969-10-22	287.71
1969-10-23	286.84
1969-10-24	288.54
1969-10-27	288.74
1969-10-28	287.85
1969-10-29	285.79
1969-10-30	285.92
1969-10-31	286.90
1969-11-03	286.68
1969-11-04	286.36
1969-11-05	286.75
1969-11-06	286.48
1969-11-07	287.27
1969-11-10	287.45
1969-11-11	287.25
1969-11-12	286.04
1969-11-13	284.14
1969-11-14	283.31
1969-11-17	280.95
1969-11-18	282.24
1969-11-19	280.79
1969-11-20	278.09
1969-11-21	275.53
1969-11-24	271.08
1969-11-25	269.34
1969-11-26	269.43
1969-11-28	270.19
1969-12-01	268.33
1969-12-02	266.71
1969-12-03	263.06
1969-12-04	263.58
1969-12-05	262.68
1969-12-08	258.93
1969-12-09	257.53
1969-12-10	257.55
1969-12-11	257.53
1969-12-12	258.19
1969-12-15	257.05
1969-12-16	253.82
1969-12-17	252.99
1969-12-18	256.65
1969-12-19	258.88
1969-12-22	257.59
1969-12-23	257.11
1969-12-24	261.01
1969-12-26	262.63
1969-12-29	260.88
1969-12-30	261.63
1969-12-31	262.96
1970-01-02	267.36
1970-01-05	269.15
1970-01-06	266.27
1970-01-07	265.09
1970-01-08	265.15
1970-01-09	263.69
1970-01-12	261.60
1970-01-13	260.02
1970-01-14	259.55
1970-01-15	259.02
1970-01-16	258.25
1970-01-19	256.37
1970-01-20	256.55
1970-01-21	257.33
1970-01-22	257.86
1970-01-23	254.96
1970-01-26	252.96
1970-01-27	251.48
1970-01-28	250.15
1970-01-29	247.37
1970-01-30	245.48
1970-02-02	246.96
1970-02-03	249.51
1970-02-04	248.94
1970-02-05	247.55
1970-02-06	248.96
1970-02-09	250.63
1970-02-10	248.15
1970-02-11	251.45
1970-02-12	251.53
1970-02-13	250.95
1970-02-16	250.84
1970-02-17	249.08
1970-02-18	252.06
1970-02-19	252.61
1970-02-20	252.74
1970-02-24	252.55
1970-02-25	257.57
1970-02-26	257.63
1970-02-27	261.20
1970-03-02	262.45
1970-03-03	264.51
1970-03-04	264.54
1970-03-05	264.90
1970-03-06	263.79
1970-03-09	261.78
1970-03-10	261.91
1970-03-11	261.30
1970-03-12	259.98
1970-03-13	258.60
1970-03-16	256.40
1970-03-17	256.60
1970-03-18	257.00
1970-03-19	256.15
1970-03-20	255.37
1970-03-23	255.09
1970-03-24	257.62
1970-03-25	263.12
1970-03-26	263.02
1970-03-30	261.57
1970-03-31	261.84
1970-04-01	263.33
1970-04-02	263.36
1970-04-03	263.13
1970-04-06	263.23
1970-04-07	262.79
1970-04-08	263.14
1970-04-09	263.35
1970-04-10	262.44
1970-04-13	260.51
1970-04-14	258.80
1970-04-15	259.20
1970-04-16	256.95
1970-04-17	256.44
1970-04-20	256.56
1970-04-21	255.27
1970-04-22	252.28
1970-04-23	248.56
1970-04-24	247.20
1970-04-27	243.10
1970-04-28	239.84
1970-04-29	243.14
1970-04-30	242.38
1970-05-01	241.84
1970-05-04	236.19
1970-05-05	234.41
1970-05-06	237.02
1970-05-07	238.44
1970-05-08	237.14
1970-05-11	233.79
1970-05-12	231.83
1970-05-13	228.49
1970-05-14	225.73
1970-05-15	230.43
1970-05-18	231.12
1970-05-19	227.77
1970-05-20	222.87
1970-05-21	219.67
1970-05-22	218.59
1970-05-25	211.85
1970-05-26	208.66
1970-05-27	218.79
1970-05-28	224.63
1970-05-29	228.45
1970-06-01	231.53
1970-06-02	231.41
1970-06-03	232.58
1970-06-04	230.03
1970-06-05	226.28
1970-06-08	227.66
1970-06-09	227.50
1970-06-10	225.31
1970-06-11	222.27
1970-06-12	221.30
1970-06-15	221.59
1970-06-16	225.71
1970-06-17	225.12
1970-06-18	226.90
1970-06-19	228.79
1970-06-22	226.22
1970-06-23	220.93
1970-06-24	219.08
1970-06-25	218.72
1970-06-26	216.65
1970-06-29	213.33
1970-06-30	213.03
1970-07-01	214.01
1970-07-02	214.43
1970-07-06	211.10
1970-07-07	205.44
1970-07-08	213.86
1970-07-09	217.91
1970-07-10	220.93
1970-07-13	220.80
1970-07-14	220.73
1970-07-15	222.56
1970-07-16	225.71
1970-07-17	229.44
1970-07-20	230.19
1970-07-21	227.51
1970-07-22	227.90
1970-07-23	229.97
1970-07-24	229.32
1970-07-27	229.23
1970-07-28	228.52
1970-07-29	229.57
1970-07-30	229.68
1970-07-31	230.08
1970-08-03	227.05
1970-08-04	227.88
1970-08-05	227.53
1970-08-06	226.66
1970-08-07	227.94
1970-08-10	224.94
1970-08-11	224.20
1970-08-12	224.10
1970-08-13	223.54
1970-08-14	224.66
1970-08-17	223.49
1970-08-18	225.40
1970-08-19	227.51
1970-08-20	228.47
1970-08-21	232.86
1970-08-24	236.99
1970-08-25	237.42
1970-08-26	238.44
1970-08-27	239.01
1970-08-28	241.06
1970-08-31	240.62
1970-09-01	238.14
1970-09-02	238.62
1970-09-03	240.32
1970-09-04	241.84
1970-09-08	242.40
1970-09-09	240.96
1970-09-10	239.36
1970-09-11	240.48
1970-09-14	239.31
1970-09-15	236.71
1970-09-16	237.94
1970-09-17	239.05
1970-09-18	240.61
1970-09-21	238.78
1970-09-22	237.66
1970-09-23	239.64
1970-09-24	242.34
1970-09-25	242.66
1970-09-28	243.33
1970-09-29	245.60
1970-09-30	245.56
1970-10-01	245.85
1970-10-02	248.59
1970-10-05	251.54
1970-10-06	251.90
1970-10-07	251.02
1970-10-08	248.93
1970-10-09	246.92
1970-10-12	245.26
1970-10-13	243.85
1970-10-14	244.84
1970-10-15	247.11
1970-10-16	245.68
1970-10-19	242.98
1970-10-20	243.70
1970-10-21	243.87
1970-10-22	242.90
1970-10-23	243.37
1970-10-26	241.98
1970-10-27	241.16
1970-10-28	241.71
1970-10-29	240.65
1970-10-30	240.75
1970-11-02	241.57
1970-11-03	244.54
1970-11-04	245.55
1970-11-05	245.65
1970-11-06	246.27
1970-11-09	247.69
1970-11-10	248.65
1970-11-11	249.42
1970-11-12	246.61
1970-11-13	244.03
1970-11-16	243.65
1970-11-17	244.01
1970-11-18	241.98
1970-11-19	242.21
1970-11-20	243.99
1970-11-23	246.18
1970-11-24	247.73
1970-11-25	248.55
1970-11-27	250.35
1970-11-30	254.66
1970-12-01	255.39
1970-12-02	257.80
1970-12-03	259.74
1970-12-04	261.92
1970-12-07	262.40
1970-12-08	261.44
1970-12-09	261.21
1970-12-10	262.54
1970-12-11	263.76
1970-12-14	262.43
1970-12-15	261.97
1970-12-16	261.77
1970-12-17	263.10
1970-12-18	263.42
1970-12-21	263.42
1970-12-22	264.23
1970-12-23	264.66
1970-12-24	266.40
1970-12-28	267.89
1970-12-29	272.35
1970-12-30	273.21
1970-12-31	272.75
1971-01-04	270.18
1971-01-05	272.06
1971-01-06	274.16
1971-01-07	274.58
1971-01-08	274.79
1971-01-11	274.57
1971-01-12	277.30
1971-01-13	277.52
1971-01-14	277.84
1971-01-15	279.19
1971-01-18	280.23
1971-01-19	281.03
1971-01-20	281.17
1971-01-21	283.16
1971-01-22	285.20
1971-01-25	285.46
1971-01-26	285.90
1971-01-27	284.42
1971-01-28	286.15
1971-01-29	287.57
1971-02-01	289.44
1971-02-02	288.54
1971-02-03	288.62
1971-02-04	288.58
1971-02-05	289.07
1971-02-08	291.00
1971-02-09	289.84
1971-02-10	289.63
1971-02-11	291.27
1971-02-12	292.93
1971-02-16	293.37
1971-02-17	292.79
1971-02-18	292.06
1971-02-19	290.06
1971-02-22	287.41
1971-02-23	287.66
1971-02-24	289.45
1971-02-25	291.13
1971-02-26	290.12
1971-03-01	290.79
1971-03-02	290.97
1971-03-03	291.28
1971-03-04	294.14
1971-03-05	296.73
1971-03-08	296.90
1971-03-09	296.28
1971-03-10	295.31
1971-03-11	296.50
1971-03-12	296.66
1971-03-15	299.64
1971-03-16	301.01
1971-03-17	300.24
1971-03-18	300.95
1971-03-19	300.38
1971-03-22	299.06
1971-03-23	298.09
1971-03-24	295.81
1971-03-25	295.65
1971-03-26	296.52
1971-03-29	296.75
1971-03-30	296.83
1971-03-31	296.82
1971-04-01	297.44
1971-04-02	297.33
1971-04-05	297.99
1971-04-06	300.40
1971-04-07	303.02
1971-04-08	303.76
1971-04-12	306.21
1971-04-13	307.69
1971-04-14	309.90
1971-04-15	311.51
1971-04-16	311.38
1971-04-19	312.97
1971-04-20	311.89
1971-04-21	311.47
1971-04-22	313.43
1971-04-23	315.05
1971-04-26	315.01
1971-04-27	316.83
1971-04-28	318.44
1971-04-29	316.41
1971-04-30	313.16
1971-05-03	311.19
1971-05-04	313.66
1971-05-05	314.41
1971-05-06	312.43
1971-05-07	311.50
1971-05-10	309.96
1971-05-11	311.64
1971-05-12	312.10
1971-05-13	311.02
1971-05-14	310.36
1971-05-17	304.72
1971-05-18	304.67
1971-05-19	304.78
1971-05-20	305.93
1971-05-21	304.71
1971-05-24	302.28
1971-05-25	299.82
1971-05-26	300.20
1971-05-27	301.15
1971-05-28	301.30
1971-06-01	302.44
1971-06-02	305.83
1971-06-03	306.82
1971-06-04	307.29
1971-06-07	306.89
1971-06-08	304.47
1971-06-09	303.66
1971-06-10	304.22
1971-06-11	305.05
1971-06-14	302.40
1971-06-15	302.28
1971-06-16	302.36
1971-06-17	302.12
1971-06-18	296.50
1971-06-21	292.79
1971-06-22	292.35
1971-06-23	294.17
1971-06-24	293.23
1971-06-25	292.99
1971-06-28	291.96
1971-06-29	296.03
1971-06-30	299.29
1971-07-01	299.49
1971-07-02	299.11
1971-07-06	299.57
1971-07-07	301.50
1971-07-08	303.04
1971-07-09	303.62
1971-07-12	303.90
1971-07-13	300.36
1971-07-14	299.88
1971-07-15	299.59
1971-07-16	299.44
1971-07-19	297.98
1971-07-20	299.60
1971-07-21	298.93
1971-07-22	297.75
1971-07-23	297.96
1971-07-26	297.88
1971-07-27	294.81
1971-07-28	292.00
1971-07-29	289.30
1971-07-30	288.20
1971-08-02	290.80
1971-08-03	286.18
1971-08-04	283.84
1971-08-05	285.19
1971-08-06	285.66
1971-08-09	283.48
1971-08-10	282.98
1971-08-11	286.01
1971-08-12	290.48
1971-08-13	290.03
1971-08-16	301.37
1971-08-17	303.71
1971-08-18	300.97
1971-08-19	301.31
1971-08-20	302.08
1971-08-23	306.05
1971-08-24	309.96
1971-08-25	311.08
1971-08-26	310.10
1971-08-27	310.65
1971-08-30	308.46
1971-08-31	307.31
1971-09-01	307.94
1971-09-02	308.62
1971-09-03	313.02
1971-09-07	314.98
1971-09-08	315.24
1971-09-09	313.74
1971-09-10	312.53
1971-09-13	311.43
1971-09-14	309.03
1971-09-15	309.74
1971-09-16	308.78
1971-09-17	310.27
1971-09-20	309.15
1971-09-21	308.55
1971-09-22	305.89
1971-09-23	304.91
1971-09-24	303.79
1971-09-27	301.69
1971-09-28	302.04
1971-09-29	302.16
1971-09-30	303.39
1971-10-01	305.57
1971-10-04	306.87
1971-10-05	306.18
1971-10-06	309.27
1971-10-07	310.31
1971-10-08	308.59
1971-10-11	308.55
1971-10-12	310.13
1971-10-13	308.78
1971-10-14	305.45
1971-10-15	303.99
1971-10-18	302.74
1971-10-19	301.23
1971-10-20	297.70
1971-10-21	297.88
1971-10-22	297.02
1971-10-25	295.90
1971-10-26	294.67
1971-10-27	291.33
1971-10-28	291.48
1971-10-29	292.40
1971-11-01	287.43
1971-11-02	287.87
1971-11-03	293.03
1971-11-04	293.56
1971-11-05	293.07
1971-11-08	292.54
1971-11-09	292.90
1971-11-10	289.09
1971-11-11	285.37
1971-11-12	284.96
1971-11-15	283.77
1971-11-16	285.30
1971-11-17	286.04
1971-11-18	283.62
1971-11-19	281.56
1971-11-22	278.17
1971-11-23	275.29
1971-11-24	275.46
1971-11-26	281.16
1971-11-29	286.33
1971-11-30	287.68
1971-12-01	292.68
1971-12-02	293.71
1971-12-03	297.17
1971-12-06	296.32
1971-12-07	297.70
1971-12-08	297.74
1971-12-09	297.99
1971-12-10	299.42
1971-12-13	299.78
1971-12-14	298.41
1971-12-15	300.26
1971-12-16	302.17
1971-12-17	302.65
1971-12-20	305.79
1971-12-21	306.38
1971-12-22	305.11
1971-12-23	304.17
1971-12-27	304.56
1971-12-28	307.53
1971-12-29	309.26
1971-12-30	309.08
1971-12-31	310.05
1972-01-03	309.60
1972-01-04	310.95
1972-01-05	314.11
1972-01-06	314.77
1972-01-07	315.17
1972-01-10	315.18
1972-01-11	316.87
1972-01-12	317.40
1972-01-13	314.92
1972-01-14	316.22
1972-01-17	318.25
1972-01-18	320.25
1972-01-19	319.73
1972-01-20	317.91
1972-01-21	316.51
1972-01-24	313.35
1972-01-25	313.18
1972-01-26	312.50
1972-01-27	315.89
1972-01-28	317.97
1972-01-31	317.02
1972-02-01	316.32
1972-02-02	316.63
1972-02-03	315.72
1972-02-04	316.74
1972-02-07	315.61
1972-02-08	315.73
1972-02-09	318.22
1972-02-10	319.07
1972-02-11	317.62
1972-02-14	315.53
1972-02-15	315.42
1972-02-16	317.67
1972-02-17	317.89
1972-02-18	317.08
1972-02-22	316.90
1972-02-23	316.24
1972-02-24	316.64
1972-02-25	319.15
1972-02-28	319.02
1972-02-29	319.86
1972-03-01	321.55
1972-03-02	321.45
1972-03-03	324.08
1972-03-06	327.27
1972-03-07	326.91
1972-03-08	326.76
1972-03-09	326.22
1972-03-10	324.88
1972-03-13	322.88
1972-03-14	323.89
1972-03-15	324.61
1972-03-16	323.68
1972-03-17	325.24
1972-03-20	324.40
1972-03-21	321.13
1972-03-22	321.74
1972-03-23	324.78
1972-03-24	329.10
1972-03-27	323.00
1972-03-28	322.25
1972-03-29	320.62
1972-03-30	323.09
1972-04-03	323.63
1972-04-04	326.46
1972-04-05	329.85
1972-04-06	332.24
1972-04-07	333.54
1972-04-10	332.33
1972-04-11	333.49
1972-04-12	334.01
1972-04-13	333.07
1972-04-14	333.33
1972-04-17	333.22
1972-04-18	333.74
1972-04-19	332.21
1972-04-20	331.68
1972-04-21	330.96
1972-04-24	328.47
1972-04-25	324.06
1972-04-26	323.29
1972-04-27	322.64
1972-04-28	324.33
1972-05-01	321.37
1972-05-02	319.22
1972-05-03	318.23
1972-05-04	319.16
1972-05-05	320.22
1972-05-08	319.23
1972-05-09	314.92
1972-05-10	317.10
1972-05-11	318.59
1972-05-12	320.81
1972-05-15	321.89
1972-05-16	321.09
1972-05-17	321.80
1972-05-18	323.75
1972-05-19	325.83
1972-05-22	326.86
1972-05-23	326.47
1972-05-24	326.89
1972-05-25	327.55
1972-05-26	327.68
1972-05-30	326.76
1972-05-31	324.37
1972-06-01	324.04
1972-06-02	322.96
1972-06-05	320.02
1972-06-06	317.97
1972-06-07	316.01
1972-06-08	315.49
1972-06-09	313.94
1972-06-12	314.58
1972-06-13	314.42
1972-06-14	315.72
1972-06-15	315.52
1972-06-16	314.82
1972-06-19	313.88
1972-06-20	316.50
1972-06-21	316.65
1972-06-22	316.35
1972-06-23	314.30
1972-06-26	312.09
1972-06-27	311.10
1972-06-28	309.54
1972-06-29	307.63
1972-06-30	308.54
1972-07-03	309.45
1972-07-05	311.00
1972-07-06	312.89
1972-07-07	311.73
1972-07-10	310.08
1972-07-11	307.24
1972-07-12	304.92
1972-07-13	303.84
1972-07-14	305.47
1972-07-17	303.46
1972-07-18	302.86
1972-07-19	303.78
1972-07-20	302.36
1972-07-21	305.40
1972-07-24	309.79
1972-07-25	308.74
1972-07-26	307.82
1972-07-27	306.07
1972-07-28	305.98
1972-07-31	305.40
1972-08-01	307.72
1972-08-02	310.67
1972-08-03	312.22
1972-08-04	313.19
1972-08-07	313.63
1972-08-08	313.42
1972-08-09	314.01
1972-08-10	314.88
1972-08-11	317.25
1972-08-14	318.62
1972-08-15	317.54
1972-08-16	316.00
1972-08-17	315.11
1972-08-18	316.63
1972-08-21	317.28
1972-08-22	319.43
1972-08-23	319.26
1972-08-24	316.27
1972-08-25	316.35
1972-08-28	314.88
1972-08-29	314.40
1972-08-30	315.06
1972-08-31	316.49
1972-09-01	318.32
1972-09-05	317.42
1972-09-06	315.49
1972-09-07	315.02
1972-09-08	314.31
1972-09-11	311.97
1972-09-12	309.30
1972-09-13	309.85
1972-09-14	309.07
1972-09-15	308.70
1972-09-18	308.24
1972-09-19	307.83
1972-09-20	306.94
1972-09-21	306.62
1972-09-22	307.18
1972-09-25	304.73
1972-09-26	304.93
1972-09-27	308.36
1972-09-28	309.52
1972-09-29	309.11
1972-10-02	309.15
1972-10-03	308.98
1972-10-04	308.37
1972-10-05	306.00
1972-10-06	307.53
1972-10-09	308.64
1972-10-10	309.51
1972-10-11	307.78
1972-10-12	305.40
1972-10-13	304.11
1972-10-16	302.13
1972-10-17	303.50
1972-10-18	305.20
1972-10-19	304.52
1972-10-20	306.28
1972-10-23	309.00
1972-10-24	309.71
1972-10-25	310.21
1972-10-26	311.48
1972-10-27	310.73
1972-10-30	310.60
1972-10-31	313.30
1972-11-01	316.98
1972-11-02	318.36
1972-11-03	321.29
1972-11-06	321.16
1972-11-08	320.88
1972-11-09	321.87
1972-11-10	323.56
1972-11-13	324.23
1972-11-14	326.39
1972-11-15	325.20
1972-11-16	326.96
1972-11-17	327.70
1972-11-20	327.88
1972-11-21	331.29
1972-11-22	333.10
1972-11-24	334.22
1972-11-27	332.05
1972-11-28	333.10
1972-11-29	333.64
1972-11-30	334.05
1972-12-01	335.20
1972-12-04	336.32
1972-12-05	335.60
1972-12-06	336.58
1972-12-07	337.77
1972-12-08	337.29
1972-12-11	332.54
1972-12-12	337.70
1972-12-13	336.38
1972-12-14	333.27
1972-12-15	333.68
1972-12-18	329.67
1972-12-19	327.91
1972-12-20	325.55
1972-12-21	323.82
1972-12-22	325.07
1972-12-26	325.67
1972-12-27	325.65
1972-12-29	329.17
1973-01-02	332.26
1973-01-03	334.08
1973-01-04	332.80
1973-01-05	334.08
1973-01-08	333.91
1973-01-09	333.11
1973-01-10	331.78
1973-01-11	333.05
1973-01-12	329.46
1973-01-15	325.57
1973-01-16	325.48
1973-01-17	327.41
1973-01-18	326.35
1973-01-19	324.56
1973-01-22	321.91
1973-01-23	320.89
1973-01-24	316.86
1973-01-26	316.73
1973-01-29	314.94
1973-01-30	313.97
1973-01-31	315.32
1973-02-01	312.32
1973-02-02	310.48
1973-02-05	309.94
1973-02-06	310.36
1973-02-07	307.55
1973-02-08	307.16
1973-02-09	311.06
1973-02-12	314.01
1973-02-13	314.79
1973-02-14	310.46
1973-02-15	308.70
1973-02-16	309.88
1973-02-20	311.06
1973-02-21	308.24
1973-02-22	307.31
1973-02-23	304.04
1973-02-26	301.79
1973-02-27	299.41
1973-02-28	301.14
1973-03-01	299.31
1973-03-02	301.47
1973-03-05	302.55
1973-03-06	305.84
1973-03-07	307.41
1973-03-08	305.89
1973-03-09	304.72
1973-03-12	303.53
1973-03-13	304.81
1973-03-14	305.89
1973-03-15	303.64
1973-03-16	302.01
1973-03-19	299.35
1973-03-20	299.14
1973-03-21	295.92
1973-03-22	291.82
1973-03-23	291.12
1973-03-26	293.44
1973-03-27	298.92
1973-03-28	299.79
1973-03-29	303.00
1973-03-30	301.10
1973-04-02	297.39
1973-04-03	294.65
1973-04-04	293.47
1973-04-05	292.81
1973-04-06	294.89
1973-04-09	299.75
1973-04-10	303.14
1973-04-11	304.86
1973-04-12	304.02
1973-04-13	303.07
1973-04-16	301.74
1973-04-17	300.59
1973-04-18	301.75
1973-04-19	302.66
1973-04-23	300.39
1973-04-24	295.11
1973-04-25	291.18
1973-04-26	293.31
1973-04-27	288.93
1973-04-30	289.30
1973-05-01	288.96
1973-05-02	292.05
1973-05-03	295.91
1973-05-04	297.47
1973-05-07	295.77
1973-05-08	297.64
1973-05-09	295.56
1973-05-10	292.81
1973-05-11	289.30
1973-05-14	284.54
1973-05-15	286.15
1973-05-16	285.77
1973-05-17	281.81
1973-05-18	276.90
1973-05-21	273.80
1973-05-22	276.30
1973-05-23	277.27
1973-05-24	284.56
1973-05-25	286.12
1973-05-29	284.74
1973-05-30	279.48
1973-05-31	277.55
1973-06-01	275.63
1973-06-04	273.15
1973-06-05	276.40
1973-06-06	275.53
1973-06-07	278.28
1973-06-08	281.09
1973-06-11	279.97
1973-06-12	283.86
1973-06-13	282.30
1973-06-14	278.83
1973-06-15	274.78
1973-06-18	270.38
1973-06-19	271.66
1973-06-20	272.01
1973-06-21	268.40
1973-06-22	269.55
1973-06-25	266.47
1973-06-26	269.30
1973-06-27	269.94
1973-06-28	271.98
1973-06-29	271.14
1973-07-02	268.20
1973-07-03	266.92
1973-07-05	267.46
1973-07-06	266.27
1973-07-09	268.87
1973-07-10	272.08
1973-07-11	277.24
1973-07-12	275.96
1973-07-13	271.85
1973-07-16	274.53
1973-07-17	274.27
1973-07-18	276.49
1973-07-19	276.61
1973-07-20	277.38
1973-07-23	278.11
1973-07-24	279.77
1973-07-25	282.85
1973-07-26	282.89
1973-07-27	282.82
1973-07-30	281.94
1973-07-31	279.75
1973-08-01	276.23
1973-08-02	275.58
1973-08-03	274.53
1973-08-06	275.24
1973-08-07	274.68
1973-08-08	271.70
1973-08-09	271.58
1973-08-10	269.38
1973-08-13	266.99
1973-08-14	263.94
1973-08-15	264.82
1973-08-16	264.15
1973-08-17	263.98
1973-08-20	262.83
1973-08-21	260.37
1973-08-22	258.71
1973-08-23	261.91
1973-08-24	262.08
1973-08-27	263.74
1973-08-28	264.05
1973-08-29	266.99
1973-08-30	266.89
1973-08-31	268.81
1973-09-04	271.06
1973-09-05	272.54
1973-09-06	274.13
1973-09-07	274.34
1973-09-10	272.37
1973-09-11	270.22
1973-09-12	269.20
1973-09-13	269.04
1973-09-14	270.85
1973-09-17	272.25
1973-09-18	272.12
1973-09-19	278.01
1973-09-20	280.62
1973-09-21	283.31
1973-09-24	285.65
1973-09-25	286.84
1973-09-26	289.83
1973-09-27	291.11
1973-09-28	289.80
1973-10-01	291.22
1973-10-02	293.78
1973-10-03	294.87
1973-10-04	292.88
1973-10-05	296.54
1973-10-08	298.18
1973-10-09	297.08
1973-10-10	293.38
1973-10-11	297.37
1973-10-12	297.87
1973-10-15	295.11
1973-10-16	294.97
1973-10-17	294.02
1973-10-18	293.05
1973-10-19	293.51
1973-10-22	292.40
1973-10-23	293.52
1973-10-24	295.21
1973-10-25	296.10
1973-10-26	299.25
1973-10-29	299.12
1973-10-30	294.56
1973-10-31	291.75
1973-11-01	289.49
1973-11-02	286.46
1973-11-05	281.99
1973-11-06	279.31
1973-11-07	283.36
1973-11-08	287.36
1973-11-09	282.35
1973-11-12	278.19
1973-11-13	275.78
1973-11-14	269.35
1973-11-15	270.43
1973-11-16	274.30
1973-11-19	266.58
1973-11-20	261.11
1973-11-21	264.69
1973-11-23	265.28
1973-11-26	257.96
1973-11-27	256.14
1973-11-28	261.72
1973-11-29	261.77
1973-11-30	258.70
1973-12-03	253.92
1973-12-04	252.81
1973-12-05	247.67
1973-12-06	254.11
1973-12-07	261.04
1973-12-10	265.72
1973-12-11	261.83
1973-12-12	255.38
1973-12-13	252.06
1973-12-14	256.07
1973-12-17	255.27
1973-12-18	260.17
1973-12-19	260.22
1973-12-20	260.43
1973-12-21	258.63
1973-12-24	259.10
1973-12-26	267.01
1973-12-27	271.64
1973-12-28	271.21
1973-12-31	272.51
1974-01-02	274.93
1974-01-03	282.44
1974-01-04	282.14
1974-01-07	280.45
1974-01-08	274.95
1974-01-09	267.53
1974-01-10	263.69
1974-01-11	268.87
1974-01-14	269.40
1974-01-15	271.17
1974-01-16	273.73
1974-01-17	277.30
1974-01-18	272.51
1974-01-21	272.28
1974-01-22	274.41
1974-01-23	276.03
1974-01-24	274.21
1974-01-25	273.26
1974-01-28	271.37
1974-01-29	270.87
1974-01-30	273.56
1974-01-31	271.89
1974-02-01	268.49
1974-02-04	262.74
1974-02-05	262.74
1974-02-06	263.94
1974-02-07	266.05
1974-02-08	263.67
1974-02-11	259.54
1974-02-12	260.35
1974-02-13	260.19
1974-02-14	261.35
1974-02-15	264.32
1974-02-19	263.52
1974-02-20	266.66
1974-02-21	270.55
1974-02-22	273.67
1974-02-25	272.77
1974-02-26	275.81
1974-02-27	277.19
1974-02-28	276.58
1974-03-01	274.29
1974-03-04	274.28
1974-03-05	278.96
1974-03-06	280.43
1974-03-07	277.30
1974-03-08	279.27
1974-03-11	281.82
1974-03-12	281.43
1974-03-13	282.51
1974-03-14	281.94
1974-03-15	280.91
1974-03-18	277.16
1974-03-19	275.33
1974-03-20	276.72
1974-03-21	277.42
1974-03-22	277.61
1974-03-25	277.64
1974-03-26	278.74
1974-03-27	275.27
1974-03-28	270.16
1974-03-29	268.20
1974-04-01	267.14
1974-04-02	267.47
1974-04-03	270.50
1974-04-04	270.46
1974-04-05	267.08
1974-04-08	264.52
1974-04-09	266.01
1974-04-10	265.28
1974-04-11	264.86
1974-04-15	264.49
1974-04-16	268.87
1974-04-17	270.54
1974-04-18	271.49
1974-04-19	268.38
1974-04-22	267.53
1974-04-23	262.11
1974-04-24	257.65
1974-04-25	254.75
1974-04-26	255.67
1974-04-29	254.99
1974-04-30	255.32
1974-05-01	260.18
1974-05-02	259.84
1974-05-03	258.40
1974-05-06	257.72
1974-05-07	257.84
1974-05-08	258.84
1974-05-09	262.31
1974-05-10	257.87
1974-05-13	255.67
1974-05-14	255.52
1974-05-15	254.59
1974-05-16	253.08
1974-05-17	249.08
1974-05-20	247.14
1974-05-21	246.09
1974-05-22	243.33
1974-05-23	243.81
1974-05-24	246.55
1974-05-28	245.78
1974-05-29	241.09
