DATE	DJCA
1944-12-12	55.32
1944-12-13	55.18
1944-12-14	55.64
1944-12-15	56.15
1944-12-16	56.13
1944-12-18	55.85
1944-12-19	56.21
1944-12-20	55.71
1944-12-21	55.58
1944-12-22	55.88
1944-12-23	55.99
1944-12-26	55.71
1944-12-27	55.22
1944-12-28	55.78
1944-12-29	56.40
1944-12-30	56.55
1945-01-02	56.63
1945-01-03	57.21
1945-01-04	57.34
1945-01-05	57.36
1945-01-06	57.24
1945-01-08	57.95
1945-01-09	57.91
1945-01-10	58.17
1945-01-11	58.14
1945-01-12	57.89
1945-01-13	57.92
1945-01-15	57.34
1945-01-16	57.31
1945-01-17	57.74
1945-01-18	57.37
1945-01-19	56.90
1945-01-20	56.42
1945-01-22	56.25
1945-01-23	55.86
1945-01-24	55.92
1945-01-25	56.27
1945-01-26	56.74
1945-01-27	56.96
1945-01-29	56.94
1945-01-30	56.52
1945-01-31	56.56
1945-02-01	56.82
1945-02-02	57.30
1945-02-03	57.47
1945-02-05	57.67
1945-02-06	57.94
1945-02-07	58.10
1945-02-08	58.01
1945-02-09	57.66
1945-02-10	57.70
1945-02-13	58.40
1945-02-14	58.66
1945-02-15	59.21
1945-02-16	59.22
1945-02-17	59.25
1945-02-19	59.67
1945-02-20	59.85
1945-02-21	59.80
1945-02-23	59.45
1945-02-24	59.29
1945-02-26	59.13
1945-02-27	59.49
1945-02-28	59.90
1945-03-01	60.29
1945-03-02	59.92
1945-03-03	59.91
1945-03-05	60.18
1945-03-06	60.43
1945-03-07	60.30
1945-03-08	59.24
1945-03-09	58.23
1945-03-10	58.60
1945-03-12	58.90
1945-03-13	58.86
1945-03-14	59.14
1945-03-15	59.67
1945-03-16	59.85
1945-03-17	59.85
1945-03-19	58.62
1945-03-20	57.98
1945-03-21	57.59
1945-03-22	57.63
1945-03-23	57.72
1945-03-24	57.23
1945-03-26	56.27
1945-03-27	56.51
1945-03-28	56.89
1945-03-29	57.03
1945-03-31	57.19
1945-04-02	57.71
1945-04-03	57.83
1945-04-04	57.75
1945-04-05	57.28
1945-04-06	57.65
1945-04-07	57.89
1945-04-09	57.77
1945-04-10	58.18
1945-04-11	58.83
1945-04-12	58.87
1945-04-13	59.53
1945-04-16	60.58
1945-04-17	60.71
1945-04-18	61.34
1945-04-19	60.94
1945-04-20	60.90
1945-04-21	61.06
1945-04-23	61.39
1945-04-24	61.74
1945-04-25	61.70
1945-04-26	61.46
1945-04-27	61.85
1945-04-28	62.13
1945-04-30	62.28
1945-05-01	61.93
1945-05-02	61.89
1945-05-03	62.31
1945-05-04	62.50
1945-05-05	62.58
1945-05-07	62.40
1945-05-08	62.40
1945-05-09	61.83
1945-05-10	61.03
1945-05-11	61.20
1945-05-12	61.64
1945-05-14	61.47
1945-05-15	61.65
1945-05-16	61.88
1945-05-17	62.08
1945-05-18	62.28
1945-05-19	62.43
1945-05-21	62.22
1945-05-22	62.14
1945-05-23	61.69
1945-05-24	61.82
1945-05-25	62.31
1945-05-26	52.75
1945-05-28	63.43
1945-05-29	63.78
1945-05-31	63.32
1945-06-01	63.67
1945-06-02	63.74
1945-06-04	63.66
1945-06-05	63.66
1945-06-06	63.43
1945-06-07	63.57
1945-06-08	63.67
1945-06-09	63.68
1945-06-11	63.31
1945-06-12	63.46
1945-06-13	63.64
1945-06-14	64.02
1945-06-15	64.35
1945-06-16	64.50
1945-06-18	64.56
1945-06-19	64.53
1945-06-20	64.89
1945-06-21	65.27
1945-06-22	65.08
1945-06-23	65.14
1945-06-25	65.47
1945-06-26	65.60
1945-06-27	65.53
1945-06-28	64.14
1945-06-29	63.58
1945-06-30	63.98
1945-07-02	64.20
1945-07-03	64.18
1945-07-05	63.28
1945-07-06	63.56
1945-07-09	64.28
1945-07-10	64.51
1945-07-11	64.26
1945-07-12	64.47
1945-07-13	64.29
1945-07-16	63.84
1945-07-17	62.31
1945-07-18	62.13
1945-07-19	62.47
1945-07-20	62.38
1945-07-23	61.92
1945-07-24	61.93
1945-07-25	62.57
1945-07-26	61.26
1945-07-27	61.48
1945-07-30	62.01
1945-07-31	62.25
1945-08-01	62.21
1945-08-02	62.01
1945-08-03	62.32
1945-08-06	62.34
1945-08-07	61.56
1945-08-08	61.66
1945-08-09	62.81
1945-08-10	62.45
1945-08-13	61.71
1945-08-14	61.86
1945-08-17	61.26
1945-08-20	60.39
1945-08-21	60.70
1945-08-22	61.12
1945-08-23	62.26
1945-08-24	63.00
1945-08-27	63.78
1945-08-28	63.75
1945-08-29	63.59
1945-08-30	63.75
1945-08-31	64.36
1945-09-04	64.30
1945-09-05	64.29
1945-09-06	65.07
1945-09-07	65.12
1945-09-08	65.10
1945-09-10	65.32
1945-09-11	65.59
1945-09-12	65.96
1945-09-13	66.14
1945-09-14	65.90
1945-09-15	65.01
1945-09-17	64.73
1945-09-18	65.77
1945-09-19	66.49
1945-09-20	66.88
1945-09-21	66.74
1945-09-22	66.75
1945-09-24	66.82
1945-09-25	66.97
1945-09-26	66.86
1945-09-27	66.69
1945-09-28	67.23
1945-09-29	67.65
1945-10-01	68.16
1945-10-02	68.15
1945-10-03	67.92
1945-10-04	67.90
1945-10-05	68.16
1945-10-06	68.44
1945-10-08	68.64
1945-10-09	68.78
1945-10-10	68.99
1945-10-11	68.98
1945-10-15	68.89
1945-10-16	68.86
1945-10-17	69.11
1945-10-18	69.40
1945-10-19	68.81
1945-10-20	68.97
1945-10-22	69.45
1945-10-23	68.98
1945-10-24	68.25
1945-10-25	68.50
1945-10-26	68.98
1945-10-29	68.45
1945-10-30	68.58
1945-10-31	69.56
1945-11-01	70.47
1945-11-02	70.53
1945-11-03	70.82
1945-11-05	71.34
1945-11-07	72.00
1945-11-08	71.67
1945-11-09	71.70
1945-11-10	71.71
1945-11-13	71.28
1945-11-14	71.13
1945-11-15	71.98
1945-11-16	72.38
1945-11-17	72.38
1945-11-19	72.13
1945-11-20	72.59
1945-11-21	71.63
1945-11-23	70.98
1945-11-24	70.49
1945-11-26	71.30
1945-11-27	72.08
1945-11-28	71.71
1945-11-29	71.57
1945-11-30	72.28
1945-12-01	72.58
1945-12-03	72.96
1945-12-04	72.88
1945-12-05	72.79
1945-12-06	72.90
1945-12-07	73.14
1945-12-08	73.48
1945-12-10	73.45
1945-12-11	73.30
1945-12-12	72.48
1945-12-13	72.40
1945-12-14	72.60
1945-12-15	72.82
1945-12-17	71.25
1945-12-18	71.65
1945-12-19	71.57
1945-12-20	71.19
1945-12-21	71.09
1945-12-22	71.68
1945-12-26	72.34
1945-12-27	71.90
1945-12-28	72.03
1945-12-29	72.14
1945-12-31	72.10
1946-01-02	71.72
1946-01-03	71.55
1946-01-04	71.58
1946-01-05	71.84
1946-01-07	72.01
1946-01-08	73.20
1946-01-09	73.98
1946-01-10	74.45
1946-01-11	74.82
1946-01-12	74.63
1946-01-14	75.69
1946-01-15	76.01
1946-01-16	76.42
1946-01-17	76.21
1946-01-18	75.92
1946-01-19	75.39
1946-01-21	74.18
1946-01-22	74.63
1946-01-23	75.30
1946-01-24	75.49
1946-01-25	75.32
1946-01-26	75.48
1946-01-28	77.14
1946-01-29	77.25
1946-01-30	76.95
1946-01-31	77.00
1946-02-01	77.45
1946-02-02	77.80
1946-02-04	77.24
1946-02-05	77.64
1946-02-06	77.01
1946-02-07	76.89
1946-02-08	76.52
1946-02-09	75.70
1946-02-11	75.12
1946-02-13	74.42
1946-02-14	74.84
1946-02-15	76.12
1946-02-16	76.65
1946-02-18	75.43
1946-02-19	73.08
1946-02-20	71.76
1946-02-21	73.15
1946-02-25	70.25
1946-02-26	69.81
1946-02-27	71.20
1946-02-28	71.49
1946-03-01	71.36
1946-03-02	71.03
1946-03-04	71.04
1946-03-05	71.70
1946-03-06	71.63
1946-03-07	72.15
1946-03-08	72.71
1946-03-09	72.90
1946-03-11	72.26
1946-03-12	72.56
1946-03-13	71.37
1946-03-14	71.33
1946-03-15	72.10
1946-03-16	72.88
1946-03-18	73.32
1946-03-19	72.89
1946-03-20	73.54
1946-03-21	73.83
1946-03-22	73.92
1946-03-23	74.22
1946-03-25	75.26
1946-03-26	75.22
1946-03-27	74.57
1946-03-28	74.50
1946-03-29	74.91
1946-03-30	74.99
1946-04-01	74.84
1946-04-02	74.90
1946-04-03	76.13
1946-04-04	76.64
1946-04-05	76.32
1946-04-06	76.46
1946-04-08	76.39
1946-04-09	77.16
1946-04-10	77.04
1946-04-11	76.75
1946-04-12	76.62
1946-04-13	76.31
1946-04-15	76.36
1946-04-16	77.15
1946-04-17	77.32
1946-04-18	77.61
1946-04-20	77.65
1946-04-22	77.53
1946-04-23	77.29
1946-04-24	76.52
1946-04-25	76.08
1946-04-26	76.27
1946-04-27	76.70
1946-04-29	76.71
1946-04-30	76.90
1946-05-01	76.80
1946-05-02	76.46
1946-05-03	75.76
1946-05-04	75.49
1946-05-06	74.99
1946-05-07	75.97
1946-05-08	75.98
1946-05-09	75.92
1946-05-10	77.03
1946-05-11	77.23
1946-05-13	76.92
1946-05-14	76.62
1946-05-15	76.25
1946-05-16	76.58
1946-05-17	76.51
1946-05-18	76.32
1946-05-20	76.89
1946-05-21	77.12
1946-05-22	77.71
1946-05-23	77.78
1946-05-24	77.80
1946-05-27	78.25
1946-05-28	79.31
1946-05-29	79.44
1946-05-31	79.34
1946-06-03	78.84
1946-06-04	78.46
1946-06-05	78.13
1946-06-06	78.09
1946-06-07	78.17
1946-06-10	78.54
1946-06-11	78.02
1946-06-12	78.17
1946-06-13	78.95
1946-06-14	78.79
1946-06-17	78.79
1946-06-18	77.88
1946-06-19	77.44
1946-06-20	75.63
1946-06-21	76.44
1946-06-24	76.49
1946-06-25	75.85
1946-06-26	75.64
1946-06-27	76.71
1946-06-28	76.86
1946-07-01	77.03
1946-07-02	76.90
1946-07-03	76.95
1946-07-05	76.84
1946-07-08	76.72
1946-07-09	76.84
1946-07-10	76.85
1946-07-11	76.47
1946-07-12	75.74
1946-07-15	74.52
1946-07-16	74.42
1946-07-17	74.90
1946-07-18	74.88
1946-07-19	74.63
1946-07-22	74.39
1946-07-23	72.23
1946-07-24	72.35
1946-07-25	72.69
1946-07-26	73.16
1946-07-29	73.44
1946-07-30	73.87
1946-07-31	74.52
1946-08-01	74.85
1946-08-02	75.07
1946-08-05	74.85
1946-08-06	74.60
1946-08-07	75.05
1946-08-08	75.42
1946-08-09	75.29
1946-08-12	75.20
1946-08-13	75.55
1946-08-14	75.51
1946-08-15	74.87
1946-08-16	74.44
1946-08-19	74.34
1946-08-20	74.64
1946-08-21	74.23
1946-08-22	73.08
1946-08-23	73.35
1946-08-26	72.99
1946-08-27	70.49
1946-08-28	70.01
1946-08-29	70.19
1946-08-30	69.75
1946-09-03	65.26
1946-09-04	64.72
1946-09-05	66.42
1946-09-06	65.79
1946-09-09	62.77
1946-09-10	60.84
1946-09-11	62.71
1946-09-12	62.68
1946-09-13	63.42
1946-09-16	63.74
1946-09-17	63.39
1946-09-18	61.39
1946-09-19	59.50
1946-09-20	60.77
1946-09-23	59.73
1946-09-24	60.85
1946-09-25	62.09
1946-09-26	62.83
1946-09-27	62.53
1946-09-30	61.86
1946-10-01	61.56
1946-10-02	62.07
1946-10-03	61.73
1946-10-04	61.09
1946-10-05	60.79
1946-10-07	60.71
1946-10-08	60.20
1946-10-09	58.53
1946-10-10	59.34
1946-10-11	60.44
1946-10-14	61.01
1946-10-15	63.26
1946-10-16	62.75
1946-10-17	61.72
1946-10-18	61.72
1946-10-19	61.65
1946-10-21	61.90
1946-10-22	61.67
1946-10-23	61.30
1946-10-24	61.48
1946-10-25	61.20
1946-10-26	61.13
1946-10-28	60.24
1946-10-29	59.64
1946-10-30	59.64
1946-10-31	61.75
1946-11-01	62.94
1946-11-02	63.40
1946-11-04	63.86
1946-11-06	61.55
1946-11-07	62.07
1946-11-08	62.59
1946-11-09	63.05
1946-11-12	62.56
1946-11-13	62.13
1946-11-14	62.50
1946-11-15	62.03
1946-11-16	61.89
1946-11-18	61.25
1946-11-19	61.09
1946-11-20	60.82
1946-11-21	59.77
1946-11-22	59.66
1946-11-23	60.41
1946-11-25	60.30
1946-11-26	60.98
1946-11-27	61.49
1946-11-29	62.14
1946-11-30	62.12
1946-12-02	61.18
1946-12-03	61.37
1946-12-04	62.23
1946-12-05	62.01
1946-12-06	62.29
1946-12-07	62.96
1946-12-09	64.74
1946-12-10	64.68
1946-12-11	64.77
1946-12-12	64.00
1946-12-13	64.06
1946-12-14	64.43
1946-12-16	64.40
1946-12-17	64.19
1946-12-18	64.37
1946-12-19	65.20
1946-12-20	65.34
1946-12-21	65.41
1946-12-23	64.97
1946-12-24	64.81
1946-12-26	64.09
1946-12-27	64.22
1946-12-28	64.32
1946-12-30	64.42
1946-12-31	64.70
1947-01-02	64.43
1947-01-03	64.38
1947-01-04	64.48
1947-01-06	64.99
1947-01-07	64.51
1947-01-08	64.62
1947-01-09	64.71
1947-01-10	64.09
1947-01-11	63.18
1947-01-13	62.23
1947-01-14	62.38
1947-01-15	62.07
1947-01-16	62.21
1947-01-17	63.16
1947-01-18	63.63
1947-01-20	63.03
1947-01-21	62.74
1947-01-22	62.89
1947-01-23	63.46
1947-01-24	63.62
1947-01-25	63.47
1947-01-27	63.96
1947-01-28	64.59
1947-01-29	65.17
1947-01-30	64.96
1947-01-31	65.25
1947-02-01	65.63
1947-02-03	65.97
1947-02-04	65.95
1947-02-05	65.99
1947-02-06	65.94
1947-02-07	66.91
1947-02-08	67.10
1947-02-10	66.57
1947-02-11	66.75
1947-02-13	66.10
1947-02-14	65.90
1947-02-15	65.84
1947-02-17	65.96
1947-02-18	65.85
1947-02-19	65.45
1947-02-20	65.56
1947-02-21	66.02
1947-02-24	65.74
1947-02-25	65.07
1947-02-26	64.28
1947-02-27	64.88
1947-02-28	64.73
1947-03-01	64.86
1947-03-03	64.78
1947-03-04	64.85
1947-03-05	65.40
1947-03-06	65.75
1947-03-07	63.93
1947-03-08	63.53
1947-03-10	63.24
1947-03-11	62.71
1947-03-12	63.13
1947-03-13	63.02
1947-03-14	62.38
1947-03-15	62.27
1947-03-17	62.53
1947-03-18	63.06
1947-03-19	63.27
1947-03-20	63.05
1947-03-21	62.34
1947-03-22	63.65
1947-03-24	63.31
1947-03-25	62.93
1947-03-26	63.50
1947-03-27	64.22
1947-03-28	64.11
1947-03-29	64.01
1947-03-31	63.56
1947-04-01	63.61
1947-04-02	63.65
1947-04-03	63.36
1947-04-05	63.38
1947-04-07	62.89
1947-04-08	62.10
1947-04-09	62.04
1947-04-10	62.20
1947-04-11	61.84
1947-04-12	61.19
1947-04-14	59.35
1947-04-15	59.36
1947-04-16	59.86
1947-04-17	59.75
1947-04-18	59.15
1947-04-19	59.77
1947-04-21	60.16
1947-04-22	60.69
1947-04-23	60.69
1947-04-24	60.45
1947-04-25	60.02
1947-04-26	60.03
1947-04-28	59.90
1947-04-29	59.90
1947-04-30	60.55
1947-05-01	60.98
1947-05-02	61.33
1947-05-03	61.50
1947-05-05	61.54
1947-05-06	61.05
1947-05-07	60.90
1947-05-08	60.54
1947-05-09	60.53
1947-05-10	60.51
1947-05-12	60.04
1947-05-13	59.01
1947-05-14	58.83
1947-05-15	59.14
1947-05-16	58.14
1947-05-17	57.37
1947-05-19	57.33
1947-05-20	57.44
1947-05-21	58.24
1947-05-22	58.69
1947-05-23	58.86
1947-05-24	58.85
1947-05-26	58.51
1947-05-27	58.49
1947-05-28	59.41
1947-05-29	59.87
1947-06-02	59.37
1947-06-03	59.97
1947-06-04	59.71
1947-06-05	59.64
1947-06-06	59.91
1947-06-09	59.68
1947-06-10	60.07
1947-06-11	61.42
1947-06-12	61.27
1947-06-13	61.87
1947-06-16	61.86
1947-06-17	61.61
1947-06-18	61.70
1947-06-19	62.08
1947-06-20	62.31
1947-06-23	62.76
1947-06-24	61.75
1947-06-25	62.09
1947-06-26	62.42
1947-06-27	62.42
1947-06-30	62.56
1947-07-01	63.66
1947-07-02	63.76
1947-07-03	64.44
1947-07-07	64.62
1947-07-08	64.86
1947-07-09	64.42
1947-07-10	64.86
1947-07-11	65.61
1947-07-14	65.98
1947-07-15	65.87
1947-07-16	65.84
1947-07-17	65.31
1947-07-18	65.49
1947-07-21	65.57
1947-07-22	65.68
1947-07-23	66.13
1947-07-24	66.86
1947-07-25	66.75
1947-07-28	66.15
1947-07-29	65.05
1947-07-30	64.60
1947-07-31	65.45
1947-08-01	65.58
1947-08-04	65.05
1947-08-05	65.17
1947-08-06	64.91
1947-08-07	64.96
1947-08-08	64.18
1947-08-11	63.78
1947-08-12	64.15
1947-08-13	64.12
1947-08-14	64.31
1947-08-15	64.82
1947-08-18	64.65
1947-08-19	64.45
1947-08-20	64.13
1947-08-21	64.32
1947-08-22	64.42
1947-08-25	63.57
1947-08-26	63.60
1947-08-27	63.69
1947-08-28	63.64
1947-08-29	64.12
1947-09-02	64.54
1947-09-03	64.38
1947-09-04	63.58
1947-09-05	63.42
1947-09-08	62.69
1947-09-09	62.96
1947-09-10	63.30
1947-09-11	63.23
1947-09-12	63.01
1947-09-15	62.92
1947-09-16	63.38
1947-09-17	64.08
1947-09-18	63.86
1947-09-19	63.73
1947-09-22	63.67
1947-09-23	62.98
1947-09-24	63.21
1947-09-25	62.80
1947-09-26	62.69
1947-09-29	63.04
1947-09-30	63.63
1947-10-01	63.84
1947-10-02	63.93
1947-10-03	64.35
1947-10-04	64.42
1947-10-06	64.43
1947-10-07	64.39
1947-10-08	64.02
1947-10-09	64.36
1947-10-10	64.43
1947-10-11	64.43
1947-10-14	65.32
1947-10-15	65.48
1947-10-16	65.43
1947-10-17	65.61
1947-10-18	65.81
1947-10-20	66.30
1947-10-21	66.14
1947-10-22	65.88
1947-10-23	65.90
1947-10-24	65.05
1947-10-25	65.17
1947-10-27	65.24
1947-10-28	65.24
1947-10-29	65.07
1947-10-30	64.39
1947-10-31	64.57
1947-11-01	64.68
1947-11-03	64.71
1947-11-05	64.40
1947-11-06	64.35
1947-11-07	64.12
1947-11-08	64.11
1947-11-10	64.25
1947-11-12	63.84
1947-11-13	63.36
1947-11-14	53.41
1947-11-15	63.46
1947-11-17	63.52
1947-11-18	64.01
1947-11-19	64.18
1947-11-20	64.59
1947-11-21	64.46
1947-11-22	64.39
1947-11-24	64.05
1947-11-25	63.90
1947-11-26	63.63
1947-11-28	63.05
1947-11-29	63.00
1947-12-01	63.43
1947-12-02	63.55
1947-12-03	63.15
1947-12-04	62.77
1947-12-05	61.92
1947-12-06	61.85
1947-12-08	62.33
1947-12-09	62.62
1947-12-10	62.77
1947-12-11	62.68
1947-12-12	63.09
1947-12-13	63.57
1947-12-15	63.84
1947-12-16	63.67
1947-12-17	64.11
1947-12-18	63.92
1947-12-19	64.18
1947-12-20	64.80
1947-12-22	64.51
1947-12-23	64.98
1947-12-24	65.01
1947-12-26	64.37
1947-12-27	64.31
1947-12-29	64.01
1947-12-30	64.68
1947-12-31	65.09
1948-01-02	65.51
1948-01-05	64.10
1948-01-06	64.67
1948-01-07	64.95
1948-01-08	65.36
1948-01-09	65.08
1948-01-10	65.13
1948-01-12	64.75
1948-01-13	64.00
1948-01-14	63.90
1948-01-15	63.70
1948-01-16	63.83
1948-01-17	63.77
1948-01-19	63.08
1948-01-20	62.97
1948-01-21	62.39
1948-01-22	62.08
1948-01-23	62.02
1948-01-24	61.97
1948-01-26	61.87
1948-01-27	62.09
1948-01-28	62.58
1948-01-29	63.17
1948-01-30	63.22
1948-01-31	63.30
1948-02-02	63.23
1948-02-03	62.91
1948-02-04	61.80
1948-02-05	61.18
1948-02-06	61.14
1948-02-07	61.53
1948-02-09	61.57
1948-02-10	59.89
1948-02-11	59.97
1948-02-13	60.12
1948-02-14	60.09
1948-02-16	60.85
1948-02-17	60.72
1948-02-18	60.70
1948-02-19	60.62
1948-02-20	60.38
1948-02-21	60.46
1948-02-24	60.62
1948-02-25	60.74
1948-02-26	60.50
1948-02-27	60.35
1948-02-28	60.61
1948-03-01	60.96
1948-03-02	61.17
1948-03-03	61.19
1948-03-04	60.88
1948-03-05	60.97
1948-03-06	61.16
1948-03-08	60.82
1948-03-09	60.45
1948-03-10	60.82
1948-03-11	60.77
1948-03-12	60.82
1948-03-13	61.05
1948-03-15	61.05
1948-03-16	60.13
1948-03-17	60.49
1948-03-18	60.67
1948-03-19	61.64
1948-03-20	62.90
1948-03-22	63.04
1948-03-23	63.05
1948-03-24	63.12
1948-03-25	63.46
1948-03-27	63.35
1948-03-29	63.26
1948-03-30	63.81
1948-03-31	64.57
1948-04-01	64.69
1948-04-02	64.64
1948-04-03	64.73
1948-04-05	64.92
1948-04-06	65.24
1948-04-07	65.21
1948-04-08	65.41
1948-04-09	65.56
1948-04-10	65.66
1948-04-12	65.47
1948-04-13	65.51
1948-04-14	65.39
1948-04-15	65.90
1948-04-16	66.10
1948-04-17	66.01
1948-04-19	66.38
1948-04-20	66.23
1948-04-21	66.63
1948-04-22	67.19
1948-04-23	67.66
1948-04-24	67.58
1948-04-26	66.78
1948-04-27	66.89
1948-04-28	67.01
1948-04-29	67.00
1948-04-30	66.86
1948-05-01	66.77
1948-05-03	67.30
1948-05-04	67.38
1948-05-05	66.91
1948-05-06	67.43
1948-05-07	67.61
1948-05-08	67.65
1948-05-10	67.81
1948-05-11	68.06
1948-05-12	68.28
1948-05-13	68.63
1948-05-14	70.29
1948-05-15	70.70
1948-05-17	70.81
1948-05-18	69.99
1948-05-19	69.93
1948-05-20	70.23
1948-05-21	70.37
1948-05-22	70.48
1948-05-24	70.43
1948-05-25	70.21
1948-05-26	70.63
1948-05-27	70.44
1948-05-28	70.40
1948-06-01	70.48
1948-06-02	70.49
1948-06-03	70.22
1948-06-04	69.75
1948-06-07	69.70
1948-06-08	70.65
1948-06-09	70.91
1948-06-10	71.14
1948-06-11	71.18
1948-06-14	70.18
1948-06-15	71.09
1948-06-16	70.82
1948-06-17	70.90
1948-06-18	70.75
1948-06-21	70.04
1948-06-22	70.44
1948-06-23	71.05
1948-06-24	71.12
1948-06-25	70.88
1948-06-28	69.95
1948-06-29	70.15
1948-06-30	70.71
1948-07-01	70.52
1948-07-02	71.16
1948-07-06	71.25
1948-07-07	71.08
1948-07-08	71.33
1948-07-09	71.78
1948-07-12	71.85
1948-07-13	71.54
1948-07-14	71.68
1948-07-15	70.44
1948-07-16	69.58
1948-07-19	67.62
1948-07-20	68.56
1948-07-21	68.73
1948-07-22	69.09
1948-07-23	69.22
1948-07-26	68.75
1948-07-27	69.46
1948-07-28	69.23
1948-07-29	68.64
1948-07-30	67.87
1948-08-02	67.72
1948-08-03	67.81
1948-08-04	68.67
1948-08-05	68.56
1948-08-06	68.69
1948-08-09	68.20
1948-08-10	67.40
1948-08-11	66.99
1948-08-12	67.08
1948-08-13	66.93
1948-08-16	67.05
1948-08-17	67.88
1948-08-18	67.81
1948-08-19	68.00
1948-08-20	68.58
1948-08-23	67.94
1948-08-24	68.35
1948-08-25	68.31
1948-08-26	68.28
1948-08-27	68.69
1948-08-30	68.40
1948-08-31	68.41
1948-09-01	69.23
1948-09-02	69.55
1948-09-03	69.51
1948-09-07	69.82
1948-09-08	68.79
1948-09-09	67.78
1948-09-10	67.78
1948-09-13	67.28
1948-09-14	67.81
1948-09-15	67.81
1948-09-16	67.97
1948-09-17	67.60
1948-09-20	66.58
1948-09-21	66.94
1948-09-22	67.25
1948-09-23	67.11
1948-09-24	67.24
1948-09-27	65.76
1948-09-28	66.27
1948-09-29	66.80
1948-09-30	66.61
1948-10-01	67.12
1948-10-02	67.45
1948-10-04	67.87
1948-10-05	67.66
1948-10-06	67.89
1948-10-07	68.27
1948-10-08	67.89
1948-10-09	68.03
1948-10-11	68.05
1948-10-13	68.65
1948-10-14	68.80
1948-10-15	68.77
1948-10-16	68.82
1948-10-18	68.98
1948-10-19	68.31
1948-10-20	69.53
1948-10-21	69.62
1948-10-22	70.57
1948-10-23	70.73
1948-10-25	70.39
1948-10-26	70.55
1948-10-27	70.31
1948-10-28	69.76
1948-10-29	69.94
1948-10-30	70.02
1948-11-01	70.56
1948-11-03	67.50
1948-11-04	68.28
1948-11-05	65.77
1948-11-06	66.02
1948-11-08	65.85
1948-11-09	63.96
1948-11-10	63.69
1948-11-12	63.83
1948-11-13	63.89
1948-11-15	64.51
1948-11-16	64.72
1948-11-17	64.53
1948-11-18	64.54
1948-11-19	64.90
1948-11-20	65.07
1948-11-22	64.68
1948-11-23	64.60
1948-11-24	63.56
1948-11-26	63.46
1948-11-27	63.40
1948-11-29	62.90
1948-11-30	62.58
1948-12-01	63.55
1948-12-02	63.53
1948-12-03	63.91
1948-12-04	64.32
1948-12-06	64.34
1948-12-07	64.38
1948-12-08	64.25
1948-12-09	64.01
1948-12-10	64.31
1948-12-11	64.65
1948-12-13	64.65
1948-12-14	64.39
1948-12-15	64.26
1948-12-16	64.10
1948-12-17	64.09
1948-12-18	64.03
1948-12-20	64.22
1948-12-21	64.07
1948-12-22	64.08
1948-12-23	64.25
1948-12-24	64.59
1948-12-27	64.48
1948-12-28	64.01
1948-12-29	64.59
1948-12-30	64.70
1948-12-31	64.48
1949-01-03	63.64
1949-01-04	63.87
1949-01-05	64.35
1949-01-06	65.49
1949-01-07	65.98
1949-01-08	66.00
1949-01-10	65.60
1949-01-11	65.59
1949-01-12	65.60
1949-01-13	65.36
1949-01-14	64.92
1949-01-15	65.08
1949-01-17	65.43
1949-01-18	65.58
1949-01-19	65.90
1949-01-20	66.13
1949-01-21	66.03
1949-01-22	66.18
1949-01-24	65.91
1949-01-25	65.47
1949-01-26	65.42
1949-01-27	65.35
1949-01-28	65.10
1949-01-29	65.23
1949-01-31	65.15
1949-02-01	65.50
1949-02-02	65.60
1949-02-03	65.51
1949-02-04	64.78
1949-02-05	63.73
1949-02-07	63.12
1949-02-08	63.07
1949-02-09	63.29
1949-02-10	62.43
1949-02-11	62.28
1949-02-14	62.37
1949-02-15	62.55
1949-02-16	62.87
1949-02-17	63.30
1949-02-18	63.18
1949-02-19	63.06
1949-02-21	62.96
1949-02-23	62.35
1949-02-24	61.62
1949-02-25	61.51
1949-02-26	61.80
1949-02-28	62.38
1949-03-01	62.72
1949-03-02	62.60
1949-03-03	62.54
1949-03-04	62.48
1949-03-05	62.96
1949-03-07	63.24
1949-03-08	63.33
1949-03-09	63.14
1949-03-10	63.11
1949-03-11	63.71
1949-03-12	63.88
1949-03-14	63.81
1949-03-15	63.39
1949-03-16	63.19
1949-03-17	63.40
1949-03-18	63.31
1949-03-19	63.19
1949-03-21	63.01
1949-03-22	62.66
1949-03-23	63.26
1949-03-24	63.47
1949-03-25	63.23
1949-03-26	63.25
1949-03-28	63.31
1949-03-29	64.24
1949-03-30	64.42
1949-03-31	63.94
1949-04-01	63.58
1949-04-02	63.78
1949-04-04	63.70
1949-04-05	63.93
1949-04-06	63.82
1949-04-07	63.68
1949-04-08	64.04
1949-04-09	64.09
1949-04-11	63.95
1949-04-12	64.03
1949-04-13	64.03
1949-04-14	64.02
1949-04-16	64.17
1949-04-18	64.04
1949-04-19	63.81
1949-04-20	63.56
1949-04-21	62.65
1949-04-22	62.60
1949-04-23	62.77
1949-04-25	62.66
1949-04-26	62.90
1949-04-27	62.94
1949-04-28	62.66
1949-04-29	62.65
1949-04-30	62.75
1949-05-02	62.79
1949-05-03	62.91
1949-05-04	63.59
1949-05-05	63.45
1949-05-06	63.23
1949-05-07	63.22
1949-05-09	63.10
1949-05-10	62.86
1949-05-11	62.90
1949-05-12	63.06
1949-05-13	63.13
1949-05-14	63.40
1949-05-16	63.57
1949-05-17	63.43
1949-05-18	63.32
1949-05-19	62.88
1949-05-20	62.62
1949-05-21	62.66
1949-05-23	62.21
1949-05-24	61.91
1949-05-25	62.13
1949-05-26	62.15
1949-05-27	61.89
