"Index" "BBDE1.M.DE.N.AEA1.A2P300000.F.C.I10.L" "BBDE1.M.DE.N.BAA1.P2XF00000.G.C.I10.L" "BBDE1.M.DE.W.AEA1.A2P310000.F.V.I10.A" "BBDE1.M.DE.W.AEA1.P2XF00000.B2.V.I10.A" "BBDE1.M.DE.Y.AEA1.A2P300000.F.V.I10.A" "BBDE1.M.DE.Y.AEA1.A2R200050.F.V.I10.A" "BBDE1.M.DE.Y.AEA1.P2XF00000.B2.C.I10.A" "BBDE1.M.DE.Y.AEA1.P2XF02000.B2.V.I10.A" "BBDE1.M.DE.Y.AEB1.A2P310000.F.V.I10.A" "BBDE1.M.DE.Y.AEB1.N2C290000.F.C.I10.A" "BBDE1.M.DE.Y.AEB5.A2P300000.F.V.I10.A" "BBDE1.M.DE.Y.BA01.A2P200000.F.C.I10.A" "BBDE1.M.DE.Y.BAA1.A2P000000.G.C.I10.A" "BBDE1.M.DE.Y.BEA1.P2XF00000.BA.P.ABA.A" "BBDE1.M.DE.Y.JAA9.P2XF50100.C.V.ABA.A" "BBDP1.M.DE.N.APA1.G.GP09SA000000.I10.A" "BBDP1.M.DE.N.VPI.C.A00000.I10.L" "BBDP1.M.DE.Y.APA1.G.GP09SA000000.I10.A" "BBDP1.M.DE.Y.EPL.L.L1A00000000.I10.A" "BBEX3.M.XAU.USD.EA.AC.C06" "BBK01.DU7802" "BBK01.EC7628" "BBK01.ED0361" "BBK01.ED0376" "BBK01.ED0391" "BBK01.ED0425" "BBK01.ED1156" "BBK01.ES4710" "BBK01.EU2001" "BBK01.EU4170" "BBK01.EU4670" "BBK01.EU4680" "BBK01.JB5002" "BBK01.JB5003" "BBK01.JQ5001" "BBK01.JQ5004" "BBK01.JQ5005" "BBK01.JQ5008" "BBK01.OU0092" "BBK01.OU0144" "BBK01.OU0149" "BBK01.OU0337" "BBK01.OU0778" "BBK01.OU1429" "BBK01.OU1825" "BBK01.OUA001" "BBK01.PQ3022" "BBK01.PQ8084" "BBK01.SU0001" "BBK01.SU0041" "BBK01.SU0316G" "BBK01.SUD107" "BBK01.TS5303O" "BBK01.TUB601" "BBK01.TUD317" "BBK01.TUE355" "BBK01.TVE303" "BBK01.TVS303J" "BBK01.TXI355" "BBK01.US02CC" "BBK01.US0CC1" "BBK01.USBA14" "BBK01.UUCY01" "BBK01.WU0028" "BBK01.WU3141" "BBK01.XS7085" "BBK01.XS8891" "BBK01.XU4204" "BBK01.XU4205" "BBK01.XU4206" "BBK01.XX3739"
"1950-03-01" NA 0.384565013401806 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.00118924802873361 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0371676611196562 NA NA NA -0.069652857792096 -0.0458751568168444 -0.082118664516739 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -1.43854212205429 -0.00460585419120361 NA NA NA -0.000239230192496677 0.00367036299168305 -0.0114029364567837 -0.00100992601760985
"1950-04-01" NA 0.149100766284453 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.236363045710798 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0356648638605276 NA NA NA -0.0698925132354386 -0.0448420172854493 -0.0821798931465198 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.893810418301835 -0.0042330986934394 NA NA NA -0.0404391036931881 -0.0513375177843184 -0.00148566177186521 -0.0400724869537523
"1950-05-01" NA 0.26985166224207 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.00118924802874196 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0313791087141237 NA NA NA -0.0698126280876577 -0.0451863971292477 -0.0821594836032596 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -1.43854212205429 -0.00386034319567518 NA NA NA -0.0167921192810167 -0.0513375177843184 0.0530593489951865 -0.0161126028808956
"1950-06-01" NA 0.161175855880215 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.233984549653339 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0359153300703823 NA NA NA -0.0698925132354386 -0.0448420172854493 -0.0821798931465198 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -1.25696488747014 -0.00236932120461833 NA NA NA -0.0144274208397995 0.00367036299168305 -0.0411547605115392 -0.015133881129543
"1950-07-01" NA 0.173250945475977 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.233984549653339 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0384756513266755 -0.0342614082156645 -0.0197956630762068 NA -0.063569241724749 -0.041339000409031 -0.079476799703903 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.893810418301835 -0.00236932120461833 NA NA NA -0.00969802395736526 0.0189503298739057 -0.0510720351964577 -0.010667325159188
"1950-08-01" NA 0.155138311082334 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.17705823643908 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0325479510267793 -0.037461030777629 -0.0181677302574398 NA -0.0634410139937663 -0.0408663740078921 -0.0794077864505181 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -1.07538765288599 -0.00386034319567518 NA NA NA -0.0238862146046681 -0.0574495045372075 0.043142074310268 -0.0230854337588578
"1950-09-01" NA -0.0561757568434946 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.00118924802873361 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0345795102844902 -0.0318616912941911 -0.0181026129446891 NA -0.0634410139937663 -0.0408663740078921 -0.0794077864505181 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.712233183717683 -0.00535136518673204 NA NA NA -0.0404391036931881 0.0158943364974612 -0.110575683305969 -0.0414605267412469
"1950-10-01" NA 0.0283498703268369 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.233984549653331 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0299319706127406 -0.037461030777629 -0.0152374511836592 NA -0.063569241724749 -0.041339000409031 -0.079476799703903 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.530655949133528 -0.0042330986934394 NA NA NA 0.0186783573372405 0.0617342371441291 -0.0609893098813762 0.0197510820339137
"1950-11-01" NA -0.189001742396873 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.471536843392871 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.040451551426641 -0.0390608420586113 -0.0190142553231986 NA -0.0634410139937663 -0.0408663740078921 -0.0794077864505181 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.921961927539688 -0.00236932120461833 NA NA NA -0.00969802395736526 -0.060505497913652 0.0778525357074828 -0.0100667082835089
"1950-12-01" NA -0.551254430269723 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.704332145017477 NA NA -0.0706693709205636 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0371398315407834 -0.0366611251371379 -0.0174514398171823 NA -0.063569241724749 -0.041339000409031 -0.079476799703903 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4.00877491547028 -0.00572412068449625 NA NA NA -0.021521516163451 0.00367036299168308 -0.0510720351964577 -0.0215954782731673
"1951-01-01" NA -0.376165631131179 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.941884438757009 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0348021469154722 -0.037461030777629 -0.0191444899487 NA -0.066760545529794 -0.0501799048643238 -0.0796491097822478 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.19300256962876 -0.00311483220014676 NA NA NA -0.0498978974580567 -0.054393511160763 -0.016361573799243 -0.0500945125608018
"1951-02-01" NA 0.185326035071738 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.469158347335404 NA NA -0.0697959309714474 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.037863400591475 -0.0430603702610669 -0.0184281995084425 NA -0.066760545529794 -0.0501799048643238 -0.0796491097822478 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -1.8016965912226 -0.00497860968896782 NA NA NA -0.0144274208397996 -0.0360575509020958 0.0282661622828903 -0.0145308996204951
"1951-03-01" NA 0.263814117444189 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.47153684339288 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0368337061731832 -0.0390608420586113 -0.0194049591997027 NA -0.0668239837353847 -0.0506964746300213 -0.0798327956715901 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -1.07538765288599 -0.0042330986934394 NA NA NA -0.0026039286337138 -0.0177215906434286 0.023307524940431 -0.00261267451499278
"1951-04-01" NA 0.251739027848428 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.233984549653348 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0396166640604584 -0.0358612194966467 -0.0192747245742013 NA -0.066760545529794 -0.0501799048643238 -0.0796491097822478 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -1.25696488747014 -0.00386034319567518 NA NA NA -0.0144274208397996 -0.0849534449252082 0.107604359762238 -0.0143180826173017
"1951-05-01" NA 0.137025676688692 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.704332145017469 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0402567443745317 -0.0310617856536999 -0.0192747245742013 NA -0.0667816915983243 -0.0503520947862229 -0.0797103384120286 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.530655949133532 -0.00162381020908991 NA NA NA -0.0286156114871024 -0.0391135442785403 0.00347297557059403 -0.0290298855847223
"1951-06-01" NA 0.0887253183056452 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.236363045710807 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0360266483858733 -0.0334615025751734 -0.0190142553231986 NA -0.066760545529794 -0.0501799048643237 -0.0796491097822478 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.71223318371768 -0.0042330986934394 NA NA NA -0.00496862707493094 -0.0238335773963177 0.0282661622828903 -0.00445803439601616
"1951-07-01" NA 0.100800407901407 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.93950594269955 NA NA -0.0706693709205636 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0341898961802717 -0.0350613138561556 -0.019535193825204 NA -0.0643315979385644 -0.0479911649536953 -0.0806946806459905 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.34907871454938 -0.00460585419120361 NA NA NA -0.00496862707493094 0.00672635636812755 -0.0213202111417022 -0.00457768484447821
"1951-08-01" NA 0.0525000495183601 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.41223203412116 NA NA -0.0706693709205636 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0364719216478374 -0.0302618800132088 -0.0165397974386728 NA -0.0642287820813755 -0.0477402773707119 -0.0806662634240085 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.349078714549377 -0.00460585419120361 NA NA NA -0.0357097068107538 -0.0238335773963177 -0.03619612316908 -0.0351881002671277
"1951-09-01" NA -0.0501382120456137 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.469158347335404 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0392548795351126 -0.0414605589800847 -0.0182979648829411 NA -0.0642287820813755 -0.0477402773707119 -0.0806662634240085 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.530655949133532 -0.00199656570685412 NA NA NA -0.0167921192810167 0.0831261907792408 -0.17007933141548 -0.0182665474165493
"1951-10-01" NA 0.106837952699288 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.17705823643907 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0308225171366687 -0.0422604646205758 -0.0153025684964098 NA -0.0643315979385644 -0.0479911649536953 -0.0806946806459905 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.167501479965225 -0.00609687618226046 NA NA NA -0.054627294340491 -0.152185299206988 0.132397546474535 -0.0537750643993626
"1951-11-01" NA -0.225227011184158 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.704332145017469 NA NA -0.0693592109968893 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0448764544674086 -0.007064616438966 -0.017907261006437 NA -0.0642287820813755 -0.0477402773707119 -0.0806662634240085 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.921961927539688 -0.0042330986934394 NA NA NA -0.0498978974580567 -0.00244162376120597 -0.10065840862105 -0.0505818634981146
"1951-12-01" NA -0.472766347897272 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.93950594269955 NA NA -0.073289690767913 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0316574045028512 -0.0534591435874517 -0.0171258532534289 NA -0.0643315979385644 -0.0479911649536953 -0.0806946806459905 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4.00877491547028 0.00583129974619436 NA NA NA 0.0683370246028005 0.00367036299168302 0.137356183816994 0.0690886843475689
"1952-01-01" NA -0.352015451939655 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.47153684339288 NA NA -0.0776568905134949 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0371954906985289 -0.0414605589800847 -0.0190793726359493 NA -0.0693538020536379 -0.0510965494351873 -0.0799111772399142 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.740384692955537 0.00359476675960908 NA NA NA -0.0924624693999653 -0.0238335773963177 -0.155203419388102 -0.0921249248381442
"1952-02-01" 0.051960596082836 -0.23730210077992 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.469158347335413 NA NA -0.0702326509460055 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0418430303702786 -0.0310617856536999 -0.019535193825204 NA -0.0693538020536379 -0.0510965494351873 -0.0799111772399143 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.740384692955537 -0.0142974971330732 NA NA NA -0.038074405251971 -0.0116096038905396 -0.0609893098813762 -0.037396904296938
"1952-03-01" 0.0325661220958291 0.565691357338231 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.233984549653331 NA NA -0.0619349714293997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.031128642504269 -0.0286620687322266 -0.0188189033849466 NA -0.0692287873181923 -0.0513817909195751 -0.0800167269215618 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -3.25431446789582 -0.00497860968896782 NA NA NA -0.00260392863371385 -0.0299455641492067 0.043142074310268 -0.00414472047464814
"1952-04-01" -0.0450117738521972 0.26985166224207 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.471536843392871 NA NA -0.0641185713021906 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0371120019619107 -0.0318616912941911 -0.022791059462738 NA -0.0693538020536379 -0.0510965494351873 -0.0799111772399142 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -1.25696488747014 -0.00497860968896782 NA NA NA -0.0451685005756224 -0.0849534449252082 0.043142074310268 -0.0456967674214793
"1952-05-01" 0.051960596082836 0.281926751837832 NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.939505942699542 NA NA -0.0741631307170296 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0422883036322426 -0.0310617856536999 -0.0187537860721959 NA -0.0692912946859151 -0.0512391701773812 -0.079963952080738 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -1.43854212205429 -0.00796065367108153 NA NA NA -0.004968627074931 -0.0635614912900966 0.0877698103924013 -0.00458903508464852
"1952-06-01" 0.187721913991882 0.0283498703268365 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.706710641074936 NA NA -0.0789670504371695 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.0365832399633284 -0.0334615025751734 -0.0187537860721959 NA -0.0693538020536379 -0.0510965494351873 -0.0799111772399143 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.71223318371768 -0.0042330986934394 NA NA NA -0.0357097068107538 -0.0452255310314293 0.00347297557059403 -0.0355401941757443
